[14.07003, 3.7412751;
 114.78244, 48.278713;
 94.918755, 48.889946;
 65.876053, 50.446945;
 183.46292, 50.353245;
 311.92728, 52.239124;
 128.83502, 55.354942;
 292.23831, 54.720474;
 248.373, 55.811054;
 100.45213, 57.739319;
 186.33772, 59.252312;
 77.66243, 59.951374;
 105.25714, 64.330284;
 86.727211, 65.24826;
 143.80762, 66.135124;
 245.10959, 65.441086;
 130.09499, 67.160149;
 79.763329, 69.361107;
 172.3719, 73.599907;
 262.09326, 74.176201;
 92.194069, 74.924339;
 314.53885, 75.361885;
 242.40305, 75.753242;
 149.10406, 76.427582;
 129.69035, 77.991516;
 6.9835711, 80.052269;
 68.093857, 81.749718;
 261.08417, 82.43512;
 91.440979, 83.297897;
 140.55125, 85.153;
 282.79169, 84.780113;
 131.23566, 86.172073;
 206.04108, 85.491692;
 270.41415, 86.066284;
 109.01342, 87.089653;
 166.33324, 87.177643;
 20.303005, 88.686295;
 392.24756, 89.12925;
 53.955574, 90.15284;
 68.413437, 90.248062;
 82.021355, 90.070717;
 35.294472, 91.214775;
 357.1156, 91.259964;
 182.81076, 91.948204;
 204.59454, 94.110725;
 169.64687, 94.546173;
 57.366066, 97.777313;
 81.070221, 99.286713;
 327.16364, 99.119118;
 357.96799, 99.224373;
 181.39847, 102.31164;
 192.15324, 103.1248;
 92.890335, 104.25696;
 97.445992, 104.96596;
 155.63461, 105.20003;
 234.84221, 104.55082;
 66.733559, 105.96655;
 329.68671, 107.08879;
 14.920253, 107.88419;
 46.925385, 109.61371;
 148.7545, 110.08644;
 191.41324, 111.99361;
 68.678757, 114.648;
 162.44412, 114.93617;
 91.836578, 115.56453;
 154.59045, 116.29348;
 238.39899, 115.67028;
 220.40633, 116.92597;
 11.782181, 118.12218;
 157.53261, 118.27843;
 301.79269, 117.75404;
 390.14902, 118.21767;
 183.71458, 119.03238;
 115.72613, 119.43305;
 273.9136, 120.2714;
 100.39448, 121.52686;
 72.463272, 122.93222;
 220.07224, 124.13737;
 244.91577, 124.04598;
 34.146774, 125.45771;
 163.44196, 125.93398;
 280.4574, 126.0726;
 113.57887, 127.41076;
 360.3302, 127.41613;
 48.439533, 127.95036;
 227.85193, 127.971;
 390.11325, 127.84924;
 2.8360205, 130.26349;
 20.657749, 130.77667;
 103.04049, 130.89409;
 243.40805, 132.2883;
 73.421463, 133.48355;
 146.4214, 134.25986;
 227.29303, 135.20023;
 357.8887, 135.10918;
 49.958469, 136.05637;
 35.590263, 137.61049;
 82.622162, 139.47833;
 250.98125, 139.30901;
 336.56772, 140.216;
 167.46045, 145.28041;
 90.618629, 147.43631;
 210.74026, 148.8315;
 27.4305, 149.88231;
 83.134865, 150.68265;
 54.09787, 152.03082;
 168.78253, 154.40182;
 182.55841, 154.64406;
 199.03143, 154.2417;
 323.18784, 153.82474;
 88.461403, 155.53461;
 64.801079, 156.59322;
 211.14124, 157.38605;
 11.11679, 158.51912;
 57.161301, 160.93149;
 326.09021, 162.14241;
 27.899637, 162.62509;
 160.52338, 164.9913;
 124.09938, 166.36893;
 38.443565, 171.51048;
 238.76414, 173.07375;
 224.67352, 176.21545;
 70.742683, 176.79979;
 86.424339, 177.17438;
 338.5184, 178.26218;
 9.9353838, 179.88214;
 237.55617, 181.05338;
 129.44496, 182.26186;
 216.42944, 183.08034;
 29.812651, 184.3824;
 136.45541, 186.37283;
 51.08556, 186.94693;
 112.67091, 188.91267;
 125.32543, 190.3125;
 166.52766, 192.81728;
 75.322052, 194.68738;
 185.46043, 196.67014;
 113.03188, 197.37495;
 96.37738, 198.0432;
 65.955605, 198.79994;
 362.10135, 199.25676;
 315.82019, 202.4758;
 72.058922, 205.49873;
 197.28348, 205.28969;
 155.81395, 206.14352;
 6.7091627, 206.71864;
 117.68976, 207.49371;
 364.84448, 207.66937;
 38.759254, 208.81516;
 43.341515, 211.06503;
 240.84363, 215.45308;
 83.175888, 221.91202;
 185.85782, 222.54451;
 192.47969, 223.04449;
 381.0831, 222.69958;
 278.58636, 223.54308;
 136.96428, 224.97461;
 34.730591, 225.72086;
 154.43037, 225.57532;
 225.73735, 228.11671;
 109.48972, 228.66994;
 188.29079, 230.23633;
 137.42586, 232.82616;
 280.18234, 232.67371;
 344.03848, 232.94954;
 324.90359, 234.24698;
 125.46488, 235.52911;
 92.777565, 237.07474;
 82.8144, 238.1385;
 169.6356, 239.2227;
 265.32687, 240.12512;
 23.727137, 241.49602;
 372.19064, 241.76373;
 140.32819, 244.36452;
 238.06563, 244.63741;
 28.819595, 246.34404;
 42.302204, 246.21625;
 58.004681, 246.68005;
 61.877342, 247.38586;
 187.29681, 246.97473;
 92.605194, 250.83034;
 46.836433, 258.85391;
 174.43146, 261.98831;
 145.00713, 262.73618;
 116.52262, 264.28864;
 300.68155, 264.1304;
 7.8607368, 268.11301;
 192.49387, 269.16364;
