[20.797935, 2.1299181;
 12.633574, 4.2536693;
 228.53874, 4.0867114;
 301.00674, 4.1163392;
 86.596672, 5.1278052;
 18.490734, 7.8525925;
 64.692184, 8.0214682;
 270.25201, 12.657201;
 229.49777, 14.654329;
 355.33966, 15.188038;
 38.877056, 15.842657;
 257.74939, 17.273232;
 275.90765, 16.496086;
 298.15616, 17.845562;
 236.74342, 19.020845;
 95.339279, 21.268475;
 40.047272, 22.77508;
 80.762985, 24.963949;
 35.059761, 28.930304;
 241.33183, 29.328157;
 337.32047, 33.909592;
 137.76778, 40.463024;
 74.131882, 41.208691;
 164.79355, 42.05265;
 262.61365, 42.892834;
 288.75372, 42.501438;
 94.367012, 46.467312;
 284.20071, 45.617004;
 158.61581, 46.703003;
 56.302933, 48.274517;
 73.555809, 49.037819;
 165.04465, 50.43214;
 323.8092, 50.419678;
 156.48006, 53.052303;
 193.84206, 52.681538;
 69.574379, 53.66222;
 93.803207, 54.357674;
 111.36398, 54.462746;
 295.79022, 57.288048;
 202.49599, 57.956516;
 265.18701, 60.001415;
 102.46471, 61.141891;
 150.96365, 61.218597;
 81.303017, 64.387756;
 144.25552, 64.24334;
 151.62207, 68.034637;
 243.74622, 68.390785;
 81.805008, 71.179695;
 107.68853, 70.775055;
 187.3871, 71.815285;
 112.80761, 78.802536;
 190.34512, 79.961349;
 92.024017, 80.867851;
 116.92503, 83.92926;
 105.73415, 94.112045;
 239.88167, 94.27536;
 257.90976, 93.58667;
 5.0524755, 97.221077;
 137.58797, 97.693329;
 392.40305, 98.044411;
 256.63654, 100.22324;
 83.490273, 100.78409;
 104.51785, 100.93903;
 140.69542, 103.47906;
 148.53647, 103.01546;
 120.6546, 104.66257;
 171.44432, 105.09027;
 374.70398, 106.45576;
 70.766701, 107.7699;
 95.862709, 108.52192;
 53.817684, 108.50027;
 187.0612, 109.0444;
 59.5825, 110.20496;
 174.70663, 111.27908;
 206.614, 110.5106;
 74.102707, 112.98351;
 95.196022, 115.34123;
 343.66049, 114.90298;
 316.5159, 115.66501;
 185.37469, 118.59171;
 233.63045, 120.75536;
 82.833038, 122.44402;
 36.306213, 123.14773;
 64.430504, 125.27934;
 395.01736, 124.9203;
 7.3961039, 126.07541;
 193.87396, 126.98415;
 169.1376, 129.44182;
 236.24001, 130.03644;
 104.06982, 130.80377;
 220.57994, 131.95645;
 293.61038, 132.50967;
 175.68089, 132.59149;
 126.68796, 133.94289;
 268.67563, 134.3779;
 87.876518, 136.77666;
 9.7254887, 137.688;
 220.6705, 137.62637;
 242.19331, 138.22603;
 125.01581, 140.34172;
 169.0782, 139.65579;
 345.81268, 141.28769;
 65.988037, 141.75887;
 226.84952, 141.58551;
 42.017609, 144.19254;
 115.13084, 143.80069;
 241.1631, 144.87344;
 88.391953, 146.57242;
 154.10971, 147.13162;
 343.24182, 147.06471;
 68.002274, 148.12492;
 226.33119, 147.76643;
 96.911118, 151.98965;
 324.52982, 152.59196;
 172.67175, 156.9575;
 47.619957, 161.30814;
 71.402061, 163.14001;
 174.73486, 164.56772;
 186.35451, 165.44539;
 312.1619, 164.50134;
 212.53307, 167.61961;
 32.524849, 168.98125;
 315.42987, 171.65514;
 165.791, 174.9819;
 23.678324, 175.87766;
 133.57811, 175.93004;
 56.400299, 180.72697;
 236.67555, 182.33116;
 86.695541, 185.07909;
 100.51195, 186.04568;
 326.18951, 186.70609;
 31.597801, 187.51648;
 235.94016, 188.48029;
 68.203583, 194.2531;
 144.9268, 193.66832;
 123.20193, 196.3951;
 172.27219, 200.06793;
 90.55658, 201.57318;
 189.9127, 202.26181;
 123.96057, 203.4496;
 82.629585, 204.83936;
 104.76026, 205.09019;
 109.9258, 204.58929;
 347.44763, 205.69531;
 47.181046, 206.74675;
 305.70612, 208.3293;
 283.13907, 210.22366;
 350.06201, 211.48167;
 109.7503, 211.52513;
 382.85175, 212.92935;
 13.843836, 221.26581;
 136.35965, 223.54323;
 96.972878, 226.64153;
 363.64944, 226.38603;
 272.23477, 227.75961;
 53.462784, 228.6274;
 145.38486, 228.95435;
 160.99544, 229.05515;
 120.98144, 231.96268;
 145.88306, 235.17664;
 273.79852, 235.24745;
 313.97885, 237.05061;
 97.993637, 240.44423;
 42.954914, 243.3224;
 356.19965, 243.96419;
 236.02028, 246.22707;
 1.8199625, 247.62485;
 48.897186, 247.78264;
 60.764793, 247.54375;
 190.82784, 248.48161;
 106.81882, 251.67487;
 64.784874, 258.85938;
 153.89394, 262.1463;
 292.61002, 263.83408;
 5.9739079, 269.71729;
 114.74289, 276.4776;
 1.85431, 279.38;
 17.940639, 279.75702;
 163.28296, 279.65726;
 253.75139, 280.55487;
 11.923416, 287.18341;
 290.57248, 290.45517;
 302.57971, 295.1481;
 245.19601, 296.32025;
