[269.86398, 3.6279402;
 148.78592, 344.53845;
 330.55045, 344.48935;
 77.818909, 347.25925;
 350.27783, 346.64822;
 37.26683, 347.45755;
 145.50459, 351.75085;
 108.33169, 354.96082;
 179.88449, 355.04755;
 200.75302, 356.64267;
 245.93799, 356.78632;
 209.17085, 358.21426;
 266.49728, 360.26572;
 80.424973, 361.51022;
 28.507683, 362.19522;
 294.10147, 365.3241;
 140.38736, 366.5144;
 267.53455, 366.18198;
 290.31937, 367.12051;
 125.56675, 370.14594;
 103.16876, 372.20172;
 215.48221, 373.5134;
 394.31418, 373.68823;
 58.367847, 374.78409;
 304.38718, 378.17926;
 325.87863, 378.88538;
 106.63659, 379.66547;
 157.03406, 380.15253;
 23.050808, 381.34061;
 83.762909, 381.01337;
 241.52914, 381.11111;
 321.45743, 381.95215;
 68.596954, 384.30536;
 89.253365, 384.05334;
 48.626877, 385.30136;
 388.3082, 385.66925;
 24.603621, 389.06299;
 370.66467, 388.82477;
 167.90428, 394.55283;
 359.09933, 397.17715;
 380.12708, 5.726193;
 122.45765, 6.5269389;
 167.0506, 7.1105027;
 53.410103, 8.867075;
 210.5484, 9.7784319;
 255.09113, 10.207966;
 178.14972, 12.231411;
 305.51575, 13.122358;
 382.7897, 12.799577;
 289.01297, 14.263061;
 80.118073, 15.534934;
 163.01213, 17.056049;
 273.5928, 17.295881;
 35.633049, 19.127565;
 339.30032, 21.230572;
 184.3053, 21.743385;
 124.94257, 22.494104;
 192.36804, 25.133175;
 146.58406, 27.131432;
 253.79556, 27.874859;
 113.00352, 30.219318;
 170.6382, 29.730238;
 79.43895, 30.4419;
 97.452621, 31.146702;
 55.641422, 32.784191;
 320.56409, 33.392124;
 297.12671, 35.283424;
 377.79251, 34.861874;
 235.39453, 35.591454;
 110.95216, 38.266689;
 129.56334, 37.892933;
 50.593151, 38.365311;
 93.145004, 39.569069;
 163.04483, 40.610741;
 235.61052, 44.001255;
 273.85422, 44.438572;
 342.40717, 45.539043;
 219.55919, 47.074783;
 259.69159, 47.246368;
 82.080154, 48.377129;
 130.8699, 47.668831;
 243.09509, 49.129982;
 47.140755, 50.091114;
 94.313431, 50.345364;
 120.73437, 50.883926;
 304.50858, 51.968498;
 276.35361, 53.287418;
 107.32458, 53.735703;
 244.70532, 57.408249;
 67.88475, 57.864143;
 162.65257, 60.897568;
 282.60263, 62.048157;
 138.54184, 64.645927;
 157.17786, 66.050011;
 201.94432, 66.263885;
 68.227562, 67.259537;
 264.02057, 68.307518;
 176.51477, 69.630692;
 95.423386, 69.979591;
 117.8158, 69.23381;
 283.85452, 70.794373;
 86.747139, 74.843636;
 180.19659, 76.019341;
 268.11743, 75.782104;
 316.86108, 75.581482;
 173.3192, 78.355141;
 203.44531, 77.83149;
 4.2558913, 80.298981;
 98.161568, 79.744453;
 119.33556, 79.509209;
