[336.6705, 28.159245;
 713.63928, 96.586655;
 706.7265, 109.60513;
 413.22095, 232.84911;
 170.25113, 342.91513;
 142.69969, 367.78287;
 1445.8241, 379.14438;
 368.64856, 399.39996;
 350.94699, 402.64783;
 360.76501, 407.03036;
 383.21771, 417.58932;
 217.53671, 460.78281;
 308.35648, 468.38068;
 310.18109, 475.95789;
 332.47778, 484.47519;
 1235.0389, 531.19025;
 442.63321, 541.0556;
 608.95789, 640.94318;
 1345.5836, 644.20752;
 116.8064, 665.34155;
 264.60846, 671.8609;
 1447.2528, 688.66193;
 132.13605, 692.90405;
 251.18193, 697.61743;
 606.51306, 700.22968;
 138.72964, 701.03754;
 134.56773, 710.81213;
 134.82541, 720.28784;
 227.88828, 787.52588;
 702.67566, 826.14923;
 172.74561, 831.02026;
 493.46576, 847.11322;
 843.71619, 882.19342;
 396.35907, 957.04578;
 906.76141, 1050.9071;
 1008.1107, 1059.0313;
 196.42093, 1066.0233;
 898.20105, 1067.0131;
 927.52631, 1089.079;
 957.39349, 1103.7384;
 978.39166, 1146.8367;
 47.269508, 1166.8743;
 1025.9457, 1171.7102;
 47.288361, 1175.0847;
 1038.6517, 1182.9723;
 1072.3621, 1188.9429;
 1082.1041, 1201.3071;
 336.9617, 1221.5068;
 1128.0402, 1232.0784;
 1159.9012, 1232.522;
 82.562103, 1247.3257;
 1125.2299, 1248.6099;
 1233.4172, 1257.172;
 1157.499, 1275.928;
 308.1434, 7.1371984;
 412.10092, 7.1401839;
 352.09695, 8.1918736;
 478.03134, 10.050353;
 953.95142, 10.529422;
 326.82401, 15.916851;
 340.61581, 21.167116;
 439.8476, 24.439661;
 336.92633, 28.321907;
 288.8569, 31.52787;
 1272.6501, 45.79089;
 1004.2448, 54.202717;
 583.4046, 55.667965;
 996.21771, 59.846703;
 1403.5894, 62.72699;
 1441.502, 68.091263;
 899.24139, 75.316628;
 1344.7708, 79.036057;
 519.51733, 86.451553;
 1265.9081, 88.754768;
 696.16766, 92.537674;
 315.16763, 95.799911;
 713.53754, 96.580582;
 1260.6138, 97.911659;
 638.52924, 102.97903;
 707.172, 109.60782;
 1303.7769, 110.64233;
 698.50085, 113.08842;
 1387.8412, 115.11462;
 1150.2894, 116.43323;
 705.64435, 118.37202;
 804.9873, 123.18951;
 733.61224, 131.9639;
 1297.2063, 132.82536;
 1223.1355, 140.37004;
 1312.0989, 147.53159;
 220.64188, 150.55595;
 1360.6176, 151.44316;
 1105.8909, 154.7838;
 687.13684, 164.62854;
 838.52502, 174.01732;
 1378.5684, 174.98775;
 800.05927, 183.12807;
 185.06056, 184.17215;
 1448.0254, 186.68756;
 408.93509, 190.61079;
 1353.2498, 193.10875;
 1259.4291, 200.41469;
 761.64642, 201.54713;
 169.92398, 207.14339;
 1203.286, 206.89563;
 40.232746, 210.24254;
 323.26492, 212.2112;
 208.50885, 213.42595;
 959.91528, 215.53268;
 413.00064, 232.69698;
 169.42134, 235.09854;
 114.68939, 236.83345;
