[482.69119, 88.514687;
 988.89404, 1061.9575;
 479.92389, 1063.6759;
 740.77002, 1063.7153;
 1166.0295, 1071.5765;
 911.73639, 1076.2712;
 844.87592, 1077.5747;
 784.16388, 1080.7599;
 1097.1531, 1082.4274;
 289.86505, 1084.2493;
 796.5213, 1085.2421;
 843.69379, 1091.7668;
 789.53931, 1093.015;
 383.8811, 1093.9701;
 1027.4884, 1097.925;
 556.82623, 1101.5157;
 1222.8705, 1104.2389;
 838.22845, 1110.9645;
 478.31906, 1114.707;
 414.50488, 1119.3568;
 253.36551, 1122.5287;
 776.9928, 1122.5135;
 593.72784, 1128.7317;
 251.69896, 1131.2708;
 944.44757, 1131.2146;
 499.80136, 1132.0638;
 782.51575, 1131.7778;
 439.17087, 1132.5062;
 805.0246, 1133.7253;
 259.54404, 1137.3359;
 71.330269, 1140.8873;
 848.05206, 1141.9353;
 795.97571, 1143.7916;
 708.20618, 1145.5818;
 319.66953, 1148.2411;
 802.6424, 1150.6158;
 246.78304, 1156.6261;
 792.4101, 1157.3129;
 1366.3497, 1156.621;
 722.73828, 1159.0028;
 1044.2461, 1158.5966;
 692.52783, 1163.364;
 804.75708, 1162.9612;
 846.63123, 1162.8745;
 58.225113, 1168.3226;
 858.61066, 1168.3781;
 793.87866, 1168.9341;
 1330.4052, 1169.4001;
 801.35669, 1171.1261;
 808.85254, 1175.2023;
 1254.0332, 1175.197;
 841.90833, 1175.8276;
 55.868141, 1177.5521;
 220.33302, 1180.2664;
 86.890343, 1181.1289;
 798.28241, 1182.15;
 503.14243, 1182.823;
 851.59357, 1183.9729;
 1307.1604, 1184.2064;
 810.25055, 1184.5328;
 802.20813, 1192.0636;
 109.56928, 1193.4393;
 889.35217, 1196.3585;
 89.910599, 1197.6121;
 217.76442, 1199.67;
 659.58881, 1199.8762;
 788.98981, 1202.595;
 797.84338, 1206.2283;
 87.149017, 1206.5421;
 76.171555, 1213.3812;
 1385.3864, 1214.5261;
 499.59888, 1217.3956;
 819.75757, 1217.6448;
 283.11273, 1219.7905;
 1347.4722, 1220.0817;
 1379.5636, 1222.1859;
 953.60144, 1222.9532;
 1316.5104, 1223.9362;
 806.75684, 1224.6497;
 1402.9137, 1227.2625;
 894.4007, 1229.5127;
 1161.033, 1231.819;
 187.51443, 1234.2446;
 285.20151, 1236.7415;
 1178.5364, 1237.2418;
 187.24298, 1242.8895;
 249.22937, 1244.1086;
 878.78955, 1245.0386;
 1283.8735, 1245.337;
 597.28625, 1245.6697;
 1038.8373, 1246.4662;
 836.43732, 1250.375;
 632.42944, 1251.1461;
 905.65411, 1252.5896;
 789.82434, 1255.86;
 846.16138, 1261.207;
 896.1698, 1260.8715;
 583.81238, 1264.0961;
 331.0098, 1271.6304;
 357.76898, 1273.2543;
 111.65419, 1274.7201;
 1131.0953, 1277.7754;
 898.81311, 1280.4526;
 484.45837, 1280.7224;
 847.23157, 1280.9282;
 909.03552, 1280.9663;
 1280.1611, 1287.0601;
 478.85941, 1292.474;
 907.76404, 1291.7188;
 916.81073, 1291.866;
 839.45776, 1294.7885;
 207.12041, 1300.0548;
 459.39343, 1302.0015;
 1210.6708, 1306.5413;
 347.54889, 1308.3326;
 851.95178, 1307.9332;
 840.49078, 1321.792;
 1138.9807, 1323.1503;
 850.8056, 1324.519;
 888.35883, 1324.9149;
 906.58069, 1325.4585;
 1099.3068, 1336.0077;
 854.50836, 1336.7139;
 927.30127, 1338.3361;
 886.99994, 1345.3708;
 903.11139, 1346.7557;
 408.39694, 1347.6042;
 195.16064, 1354.0189;
 757.46472, 1360.3582;
 698.3949, 1361.8738;
 176.09244, 1363.2505;
 56.090527, 1371.1248;
 449.67752, 1373.1095;
 796.07501, 1374.0564;
 867.83008, 1375.5597;
 1023.3358, 1379.2456;
 63.816681, 1380.2349;
 97.859772, 1380.0865;
 221.97836, 1379.7538;
 1384.5574, 1383.0725;
 571.77893, 1385.3862;
 882.86218, 1385.8378;
 129.00085, 1392.9557;
 1358.8015, 1395.9236;
 951.85229, 1396.9851;
 1196.4731, 1400.4095;
 942.0285, 1401.2843;
 81.194389, 1405.679;
 142.08258, 1408.0278;
 719.48822, 1410.3502;
 890.21674, 1410.8729;
 470.228, 225.94055;
 619.62561, 404.33691;
 404.33447, 404.91635;
 741.5592, 602.117;
 846.63263, 1334.1608;
 459.01794, 59.108879;
 1309.4548, 63.481045;
 484.25702, 66.588219;
 1318.9005, 67.646996;
