[1052.5321, 39.857731;
 425.67242, 47.257267;
 434.41083, 47.696865;
 76.476334, 54.051651;
 384.29691, 66.147888;
 587.43335, 73.30114;
 872.83154, 73.140381;
 353.12634, 82.817749;
 490.5202, 106.26033;
 935.67786, 117.31418;
 1188.4719, 119.87682;
 491.13815, 124.41583;
 908.46826, 131.77687;
 880.63031, 134.70857;
 890.09033, 134.23795;
 899.07458, 138.93921;
 1233.2789, 142.62149;
 1160.828, 159.33678;
 1168.8617, 166.30234;
 1365.9269, 169.38763;
 1258.0308, 169.96542;
 1006.7272, 171.15317;
 770.02856, 172.38565;
 1255.6664, 181.50728;
 519.66028, 195.52245;
 534.98181, 196.65535;
 118.00918, 197.59012;
 1387.6771, 208.57753;
 1140.1583, 217.35033;
 804.10632, 220.66698;
 814.26318, 227.55481;
 1132.6406, 227.77689;
 99.663155, 242.68594;
 441.05243, 246.21623;
 98.18338, 250.07626;
 359.70511, 250.17566;
 903.54181, 251.10396;
 127.42564, 251.62239;
 944.32892, 259.96268;
 929.20233, 264.34521;
 650.95868, 269.10684;
 651.35901, 296.84671;
 80.186768, 302.27209;
 1133.2859, 309.82602;
 1124.8799, 309.41022;
 1206.5505, 318.14502;
 1193.8761, 320.8555;
 1202.3668, 325.4118;
 438.50122, 330.30951;
 1115.2311, 332.89117;
 148.29587, 337.32794;
 379.14496, 336.93811;
 1126.03, 341.91531;
 238.44025, 346.76111;
 1198.5032, 350.72913;
 525.02783, 356.88058;
 1193.6116, 361.03494;
 1229.426, 365.36737;
 1359.25, 364.57681;
 1201.5297, 368.94626;
 80.67672, 380.34265;
 1182.6965, 383.59814;
 643.53003, 396.59399;
 523.74359, 410.36917;
 1368.2814, 413.10559;
 1059.9059, 442.45798;
 1053.0382, 446.52634;
 1082.6211, 461.42868;
 101.04668, 486.72678;
 754.14417, 493.29694;
 562.46942, 500.51971;
 1020.1523, 509.68805;
 96.032768, 540.00446;
 1031.1322, 546.65387;
 959.37585, 602.56226;
 900.68976, 606.51385;
 960.52258, 609.34906;
 961.02216, 639.23346;
 942.21033, 650.73315;
 774.56525, 702.11426;
 786.61383, 739.29315;
 1361.7955, 745.86182;
 1399.6477, 761.5365;
 790.06952, 763.77728;
 748.17999, 798.98944;
 1407.2234, 815.39948;
 596.55212, 826.37927;
 456.7738, 838.73132;
 718.83014, 843.89917;
 623.86633, 874.68842;
 392.56958, 881.49744;
 533.71539, 897.98102;
 550.08313, 907.21558;
 511.58795, 927.45459;
 530.04175, 936.17755;
 502.37747, 944.03088;
 581.23907, 950.74933;
 496.71133, 957.37158;
 1385.3663, 959.77417;
 454.16098, 978.39221;
 469.25406, 981.81384;
 1146.7377, 990.85931;
 542.24762, 1007.7625;
 163.33937, 1019.5286;
 429.12305, 1025.3413;
 421.48779, 1034.094;
 246.81448, 1035.5508;
 418.07278, 1038.8922;
 882.49615, 1063.0812;
 411.67557, 1071.9675;
 398.92087, 1081.8694;
 361.14658, 1108.0299;
 352.13138, 1125.0066;
 368.87082, 1128.2751;
 353.45892, 1132.3213;
 345.65976, 1136.5564;
 361.12384, 1145.6569;
 336.16333, 1146.9373;
 418.44366, 1152.059;
 324.34219, 1157.7218;
 368.71701, 1159.625;
 323.12939, 1171.8932;
 330.25226, 1178.3744;
 949.36102, 1195.6678;
 1093.4119, 1230.5643;
 343.57281, 1233.1942;
 1079.7957, 1232.6764;
 1069.4246, 1235.085;
 1400.4998, 1259.4122;
 935.53662, 1270.3319;
 152.10338, 1277.4697;
 1047.9659, 1298.1249;
 956.65106, 1345.613;
 947.14569, 1346.8096;
 358.32352, 1361.1941;
 567.50677, 43.415348;
 363.99115, 45.961384;
 889.86108, 52.081493;
 1234.4541, 56.397644;
 406.18253, 58.121899;
 642.6908, 58.284042;
 1053.2755, 62.087482;
 624.70984, 63.697002;
