[315.18967, 95.812691;
 713.57172, 96.664009;
 707.09692, 109.60354;
 698.51593, 112.98062;
 705.61694, 118.2245;
 220.59694, 150.62991;
 1360.6375, 151.49338;
 1259.4198, 200.39041;
 208.53958, 213.37666;
 413.0578, 232.71057;
 169.43121, 235.08759;
 745.87543, 239.17596;
 364.53818, 241.66293;
 169.97537, 342.96765;
 181.47047, 345.29614;
 220.06444, 346.74335;
 142.62479, 367.75574;
 365.23373, 371.49307;
 318.16327, 394.47562;
 325.379, 398.61017;
 368.9827, 399.47217;
 350.70807, 402.55173;
 320.82739, 407.17853;
 361.06387, 407.38501;
 119.99766, 412.52197;
 383.57935, 418.32224;
 166.3027, 432.17242;
 990.83484, 454.28177;
 217.34557, 460.87589;
 227.78101, 468.4046;
 309.69336, 467.7417;
 341.87933, 474.96964;
 309.39612, 476.15829;
 321.66629, 483.89133;
 332.81979, 485.69922;
 1234.3177, 499.50461;
 461.47171, 518.24927;
 1232.7181, 521.24597;
 1235.0765, 531.58661;
 442.49432, 541.09467;
 446.58167, 547.0708;
 39.924534, 548.53577;
 546.62775, 569.83173;
 171.14372, 594.29669;
 643.29279, 625.01227;
 639.19965, 640.01788;
 609.34271, 640.41931;
 602.60046, 641.55518;
 1345.6506, 644.36316;
 1195.629, 651.61768;
 1346.7788, 653.91791;
 259.97714, 656.60364;
 650.7323, 658.76538;
 117.38394, 665.2854;
 1270.3634, 665.37976;
 264.37164, 671.85046;
 131.8671, 692.51184;
 251.08437, 697.46686;
 606.4812, 700.28156;
 138.93579, 701.92706;
 134.20163, 710.90076;
 1062.9895, 718.42169;
 134.65475, 720.41229;
 73.150673, 728.17871;
 227.56535, 786.76855;
 651.37, 788.74304;
 220.70563, 796.93036;
 763.79553, 811.00067;
 702.20709, 826.4776;
 172.33067, 831.00079;
 806.45062, 830.31378;
 493.32718, 846.93024;
 798.98022, 852.84479;
 731.34326, 861.79803;
 843.95978, 882.27899;
 299.95535, 893.16034;
 296.89978, 949.59528;
 269.13312, 950.02509;
 396.56076, 957.47791;
 874.71527, 977.22443;
 1035.3276, 983.79547;
 826.36951, 1004.4285;
 73.336624, 1013.4697;
 950.73822, 1019.763;
 500.6412, 1038.5526;
 907.2135, 1050.8875;
 1007.7843, 1058.7114;
 196.65907, 1066.0244;
 897.9809, 1067.2823;
 936.164, 1070.9335;
 356.79889, 1076.0361;
 410.2756, 1077.2904;
 195.49825, 1081.2661;
 927.47504, 1089.4551;
 944.0459, 1098.6836;
 957.31702, 1104.2634;
 106.26466, 1110.4697;
 124.41573, 1109.9272;
 981.79431, 1131.75;
 838.78229, 1144.1851;
 978.3678, 1146.8577;
 172.12579, 1148.8679;
 246.30104, 1159.8679;
 330.11224, 1162.5734;
 47.735867, 1166.6295;
 1025.3167, 1171.842;
 47.18676, 1175.3547;
 1034.2312, 1179.6202;
 1151.9769, 1182.6034;
 1038.8486, 1183.0063;
 1071.9944, 1189.3501;
 1081.8823, 1202.0758;
 881.54883, 1208.5854;
 66.420609, 1216.7626;
 336.91086, 1221.8389;
 1128.2063, 1232.1229;
 1159.5671, 1232.3124;
 1108.0548, 1239.9663;
 250.18327, 1241.2449;
 1145.6592, 1239.9718;
 1361.2283, 1242.6737;
 82.84079, 1247.8894;
 1125.0688, 1248.9404;
 1132.3318, 1247.5753;
 1136.7184, 1255.4392;
 1233.214, 1257.4202;
 1147.0449, 1265.0101;
 1178.4163, 1270.7607;
 1157.743, 1276.6404;
 1171.9952, 1277.916;
 1035.5806, 1354.1697;
 346.74304, 1362.5033;
 476.78931, 1383.3877;
 1272.7064, 45.743282;
 1003.7693, 53.83268;
 583.26862, 55.778351;
 996.36957, 59.976463;
 1403.6161, 62.736992;
 1272.9547, 65.175499;
 229.19116, 72.821335;
 899.24432, 75.364555;
 279.90436, 77.421791;
 1344.7446, 78.959892;
 519.3988, 86.367935;
 714.81946, 86.022636;
 1265.635, 88.631279;
 618.76624, 89.745361;
 696.09882, 92.682419;
 1260.4221, 98.073936;
 638.62274, 102.97809;
 219.99654, 105.6308;
 1146.9025, 107.23795;
 1163.6703, 109.81488;
 1303.7609, 110.68814;
 1387.8146, 115.05106;
 1150.1115, 116.71105;
 1291.3759, 118.73483;
 122.38571, 122.0414;
 805.00818, 123.14317;
 689.79211, 127.86834;
 855.03235, 128.77968;
 733.70715, 131.86809;
 1297.2185, 132.79514;
 98.058578, 134.30548;
 1230.8594, 135.85994;
 1223.2041, 140.47409;
 1312.0518, 147.74991;
 1105.8755, 154.73816;
 1302.8291, 157.17696;
 687.14972, 164.58841;
 743.51892, 165.7831;
 838.56458, 173.97272;
 1378.3995, 174.83977;
 229.91042, 179.89624;
 800.11877, 183.18858;
 185.14017, 184.20709;
 408.86871, 190.65816;
 1353.2896, 193.06392;
 953.44678, 195.28899;
 225.11845, 196.24028;
 761.62122, 201.42564;
 90.724548, 204.04329;
 169.90649, 207.19763;
 1203.3678, 206.95216;
 323.30362, 212.13275;
 959.90088, 215.50827;
 750.57751, 221.89386;
 128.34642, 223.19844;
 425.46216, 234.34619;
 114.72385, 236.84805;
 409.02493, 240.37143;
 1370.5933, 242.78838;
 311.52979, 250.12938;
 1350.6272, 250.63489;
 1341.6915, 254.85199;
 235.00012, 257.44421;
 796.33832, 258.49826;
 603.15729, 260.05322;
 290.7533, 271.12177;
 480.35416, 270.95563;
 1005.2142, 270.69193;
 66.753838, 274.49789;
 1092.5577, 280.29663;
 1213.2201, 287.02704;
 639.8114, 288.20697;
 340.2355, 289.47345;
 214.68744, 292.06696;
 315.77679, 296.25192;
 170.13469, 298.16626;
 529.8501, 299.30817;
 963.31653, 301.6629;
 1373.2572, 301.78271;
 144.87778, 303.59604;
 364.1236, 307.55072;
 1139.0817, 317.02271;
 1284.4572, 317.41815;
 160.28656, 323.50214;
 1285.5677, 327.25494;
 134.43639, 329.40686;
 241.12941, 329.76746;
 461.26816, 330.23798;
